date,origin_port,destination_port,vessel_class,cargo_type,quantity_mt,route_distance_nm,bunker_price_usd_per_mt,bunker_cost_usd,hire_cost_usd,port_cost_usd,demurrage_usd,freight_cost_usd,freight_rate_usd_per_mt,bdi_value_synthetic,is_synthetic
2026-02-15,"Gladstone, Australia","Paradip, India",Capesize,Coal,135629,6300,950.71,774502.86,484231.03,72397.68,0.0,1331131.57,9.81,2458,True
2026-02-15,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,63765,4600,983.71,418989.62,202945.19,68726.7,17615.09,708276.59,11.11,1217,True
2026-02-16,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,11484,4600,711.67,212184.34,160057.28,72491.21,18784.55,463517.39,40.36,1864,True
2026-02-18,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,47350,5300,918.15,390497.41,184662.47,58857.38,0.0,634017.25,13.39,1037,True
2026-02-22,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,43717,5300,838.43,356593.38,182463.95,68897.32,0.0,607954.66,13.91,981,True
2026-02-23,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,118242,4600,890.0,529397.03,276872.41,59811.68,0.0,866081.13,7.32,1491,True
2026-02-24,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,51351,5300,890.78,378857.52,165111.36,75872.78,108.63,619950.28,12.07,539,True
2026-02-26,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,48742,4600,747.76,276024.75,157036.05,62798.46,0.0,495859.26,10.17,942,True
2026-03-01,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,35301,5300,967.53,332363.2,204396.79,69144.5,0.0,605904.5,17.16,2373,True
2026-03-02,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,44330,5300,935.95,398069.26,222390.62,66209.6,0.0,686669.48,15.49,1998,True
2026-03-03,"Gladstone, Australia","Paradip, India",Capesize,Coal,116199,6300,864.18,704012.55,482601.72,70142.97,0.0,1256757.24,10.82,2443,True
2026-03-04,"Gladstone, Australia","Paradip, India",Handysize,Coal,23272,6300,706.26,288388.26,217622.22,57953.08,56389.94,620353.51,26.66,1830,True
2026-03-06,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,17886,4600,761.82,227136.56,127652.84,67660.72,33662.45,456112.56,25.5,913,True
2026-03-06,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,55998,4600,765.83,282693.98,202797.53,65169.77,29228.65,579889.93,10.36,2285,True
2026-03-06,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,164629,5300,964.53,661036.47,359851.72,66558.55,6183.26,1093630.0,6.64,1938,True
2026-03-07,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,31708,4600,856.09,255242.47,198083.95,70116.71,38698.09,562141.22,17.73,2980,True
2026-03-08,"Gladstone, Australia","Paradip, India",Handysize,Coal,25411,6300,705.81,288207.79,258642.22,55197.97,0.0,602047.98,23.69,2709,True
2026-03-08,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,34433,4600,719.07,214388.62,176140.25,71894.39,17028.75,479452.0,13.92,2336,True
2026-03-10,"Gladstone, Australia","Paradip, India",Handysize,Coal,10116,6300,800.07,326694.01,180522.22,68653.61,21111.58,596981.42,59.01,1035,True
2026-03-10,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,19425,4600,880.12,262407.05,162646.91,56382.81,0.0,481436.78,24.78,1940,True
2026-03-11,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,148799,5300,809.52,554802.67,378310.34,60431.48,6266.52,999811.02,6.72,2140,True
2026-03-14,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,13665,4600,722.57,215433.85,134365.43,66548.58,0.0,416347.86,30.47,1110,True
2026-03-15,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,46770,5300,944.06,401516.43,173120.25,67111.71,0.0,641748.39,13.72,743,True
2026-03-16,"Gladstone, Australia","Paradip, India",Handysize,Coal,18616,6300,913.7,373092.93,265735.56,68433.26,0.0,707261.74,37.99,2861,True
2026-03-16,"Gladstone, Australia","Paradip, India",Handysize,Coal,33092,6300,764.44,312145.86,208755.56,71303.49,0.0,592204.9,17.9,1640,True
2026-03-18,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,148546,4600,962.45,572490.2,370379.31,63865.99,57393.17,1064128.67,7.16,2670,True
2026-03-18,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,54227,4600,747.13,275792.85,156081.98,61615.18,54270.08,547760.09,10.1,914,True
2026-03-19,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,68527,5300,866.91,425428.65,322030.62,76002.37,0.0,823461.64,12.02,2902,True
2026-03-20,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,165028,4600,708.84,421640.37,336831.03,57974.57,0.0,816445.98,4.95,2247,True
2026-03-23,"Gladstone, Australia","Paradip, India",Panamax,Coal,68801,6300,903.87,527259.86,317831.11,74191.37,0.0,919282.35,13.36,1858,True
2026-03-24,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,141586,4600,752.26,447465.48,380768.97,69951.89,0.0,898186.33,6.34,2801,True
2026-03-25,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,51924,6300,811.86,410438.11,248484.44,62910.58,0.0,721833.13,13.9,1658,True
2026-03-27,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,102011,5300,916.73,628278.32,381874.14,74031.46,29692.43,1113876.35,10.92,2179,True
2026-03-28,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,53931,4600,730.72,269736.73,176492.35,60847.31,0.0,507076.39,9.4,1513,True
2026-03-28,"Gladstone, Australia","Paradip, India",Panamax,Coal,85026,6300,850.87,496342.0,339982.22,76224.17,0.0,912548.39,10.73,2214,True
2026-03-29,"Gladstone, Australia","Paradip, India",Panamax,Coal,74127,6300,926.48,540448.38,262328.89,61938.98,8412.8,873129.05,11.78,966,True
2026-03-29,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,54283,6300,890.44,450164.57,288431.11,76288.27,0.0,814883.95,15.01,2514,True
2026-03-29,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,91396,4600,764.2,325490.91,270593.58,60236.05,0.0,656320.54,7.18,2706,True
2026-03-30,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,13292,5300,742.0,254892.1,150650.86,67560.2,0.0,473103.16,35.59,1004,True
2026-03-31,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,37763,5300,948.81,325932.72,184178.27,56818.14,27135.64,594064.77,15.73,1858,True
2026-03-31,"Gladstone, Australia","Paradip, India",Capesize,Coal,105551,6300,918.04,747889.55,428400.0,68141.58,31733.35,1276164.48,12.09,1944,True
2026-04-01,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,32793,5300,803.07,275870.19,150219.01,76727.56,0.0,502816.76,15.33,993,True
2026-04-05,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,152534,4600,860.31,511736.25,334134.48,66503.84,41089.58,953464.16,6.25,2213,True
2026-04-05,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,60425,4600,927.64,395106.87,200037.53,70057.21,12473.91,677675.52,11.22,1153,True
2026-04-06,"Gladstone, Australia","Paradip, India",Panamax,Coal,86641,6300,736.22,429462.26,324613.33,76186.6,0.0,830262.19,9.58,1967,True
2026-04-06,"Gladstone, Australia","Paradip, India",Panamax,Coal,89094,6300,928.93,541873.12,379555.56,57166.99,0.0,978595.66,10.98,2850,True
2026-04-07,"Gladstone, Australia","Paradip, India",Panamax,Coal,88103,6300,791.61,461774.88,248640.0,68021.51,0.0,778436.39,8.84,746,True
2026-04-09,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,43103,4600,838.61,309562.07,161465.68,56793.42,0.0,527821.18,12.25,1072,True
2026-04-11,"Gladstone, Australia","Paradip, India",Capesize,Coal,163788,6300,746.44,608090.43,403525.86,59007.12,0.0,1070623.41,6.54,1715,True
2026-04-15,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,64150,4600,938.7,399818.11,244379.26,59010.09,0.0,703207.45,10.96,2129,True
2026-04-15,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,103584,4600,844.59,502386.05,282027.59,55553.75,63090.44,903057.83,8.72,1556,True
2026-04-17,"Gladstone, Australia","Paradip, India",Panamax,Coal,74915,6300,766.88,447344.95,282551.11,63164.72,8415.64,801476.42,10.7,1291,True
2026-04-18,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,18524,5300,813.73,279531.72,164862.72,64458.08,0.0,508852.52,27.47,1366,True
2026-04-19,"Gladstone, Australia","Paradip, India",Handysize,Coal,16146,6300,855.53,349342.16,250802.22,68384.4,30602.44,699131.22,43.3,2541,True
2026-04-19,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,124176,5300,755.92,518063.17,390189.66,63098.39,0.0,971351.22,7.82,2270,True
2026-04-20,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,107035,5300,959.92,657874.84,446844.83,67347.2,0.0,1172066.87,10.95,2890,True
2026-04-21,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,123891,4600,943.45,561189.67,218737.93,70469.04,0.0,850396.64,6.86,758,True
2026-04-22,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,84175,4600,750.34,319587.87,283360.0,76165.9,0.0,679113.77,8.07,2987,True
2026-04-23,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,80212,4600,778.47,331569.91,265777.78,74304.67,39708.79,711361.15,8.87,2600,True
2026-04-24,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,42825,4600,719.72,265676.06,197516.05,76990.69,46314.74,586497.53,13.7,2130,True
2026-04-26,"Gladstone, Australia","Paradip, India",Handysize,Coal,12596,6300,705.7,288161.31,196762.22,73204.15,43653.32,601781.0,47.78,1383,True
2026-04-29,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,40169,5300,989.36,420781.5,188941.73,63358.87,0.0,673082.1,16.76,1146,True
2026-04-29,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,75254,4600,992.19,422601.13,188997.53,59700.71,15681.37,686980.75,9.13,910,True
2026-04-30,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,89657,4600,734.21,312717.8,211622.72,54050.53,25756.31,604147.35,6.74,1408,True
2026-05-02,"Gladstone, Australia","Paradip, India",Panamax,Coal,76203,6300,951.96,555309.34,303955.56,71613.71,0.0,930878.61,12.22,1635,True
2026-05-03,"Gladstone, Australia","Paradip, India",Panamax,Coal,89153,6300,740.53,431978.44,370720.0,58071.84,43222.41,903992.69,10.14,2708,True
2026-05-03,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,42027,4600,835.16,308286.32,189883.46,76594.87,0.0,574764.65,13.68,1906,True
2026-05-04,"Gladstone, Australia","Paradip, India",Handysize,Coal,35096,6300,829.13,338561.66,211508.89,67731.09,0.0,617801.63,17.6,1699,True
2026-05-09,"Gladstone, Australia","Paradip, India",Panamax,Coal,92266,6300,969.44,565504.54,379742.22,73981.68,48506.1,1067734.55,11.57,2853,True
2026-05-09,"Gladstone, Australia","Paradip, India",Panamax,Coal,67547,6300,840.5,490291.33,252497.78,57237.41,86511.96,886538.48,13.12,808,True
2026-05-09,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,26444,4600,964.61,287596.77,174947.65,57808.93,0.0,520353.35,19.68,2301,True
2026-05-10,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,102061,4600,701.98,417559.27,377437.93,63460.79,1324.12,859782.11,8.42,2759,True
2026-05-17,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,46130,6300,794.37,401600.19,280637.78,68246.43,0.0,750484.4,16.27,2347,True
2026-05-18,"Gladstone, Australia","Paradip, India",Handysize,Coal,13049,6300,788.27,321877.19,232835.56,69911.1,0.0,624623.85,47.87,2156,True
2026-05-18,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,109632,4600,969.78,576851.91,302886.21,67990.84,2996.83,950725.79,8.67,1819,True
2026-05-18,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,50678,4600,812.82,300039.7,196800.49,62395.36,37268.71,596504.26,11.77,2109,True
2026-05-19,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,50842,6300,991.04,501027.55,204057.78,65659.37,29395.26,800139.97,15.74,706,True
2026-05-20,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,17693,5300,966.18,331899.96,152653.09,62938.85,35692.63,583184.53,32.96,1055,True
2026-05-21,"Gladstone, Australia","Paradip, India",Capesize,Coal,142363,6300,959.27,781477.58,412106.9,57472.02,0.0,1251056.49,8.79,1794,True
2026-05-22,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,55976,6300,763.64,386060.4,243817.78,61827.79,0.0,691705.97,12.36,1558,True
2026-05-27,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,30707,4600,854.61,254801.2,147313.58,70526.52,0.0,472641.3,15.39,1490,True
2026-05-27,"Gladstone, Australia","Paradip, India",Panamax,Coal,66249,6300,968.44,564921.8,244160.0,59284.63,69327.34,937693.76,14.15,674,True
2026-05-31,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,70945,4600,719.59,306490.38,178866.17,60858.65,23146.23,569361.43,8.03,687,True
2026-06-02,"Gladstone, Australia","Paradip, India",Handysize,Coal,32320,6300,709.17,289577.32,226722.22,65242.09,0.0,581541.64,17.99,2025,True
2026-06-03,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,40613,6300,885.92,447881.97,264024.44,71848.38,18882.11,802636.91,19.76,1991,True
2026-06-03,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,60829,4600,954.87,406705.03,261552.59,56427.39,69819.36,794504.38,13.06,2507,True
2026-06-04,"Gladstone, Australia","Paradip, India",Capesize,Coal,142753,6300,820.72,668603.89,403091.38,66751.49,0.0,1138446.75,7.97,1711,True
2026-06-05,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,54949,4600,985.11,363638.09,192677.53,72982.15,0.0,629297.78,11.45,1988,True
2026-06-09,"Gladstone, Australia","Paradip, India",Panamax,Coal,74243,6300,760.27,443488.92,307377.78,69792.06,32196.0,852854.76,11.49,1690,True
2026-06-12,"Gladstone, Australia","Paradip, India",Handysize,Coal,23134,6300,900.78,367817.18,190835.56,76578.76,0.0,635231.49,27.46,1256,True
2026-06-12,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,20194,5300,912.87,313588.03,195720.49,57119.95,0.0,566428.47,28.05,2152,True
2026-06-14,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,78656,4600,894.54,381006.55,269321.48,72602.6,0.0,722930.63,9.19,2678,True
2026-06-15,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,41101,6300,935.19,472789.4,292024.44,65863.71,0.0,830677.56,20.21,2591,True
2026-06-15,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,12954,5300,864.88,297101.54,220767.9,75045.21,0.0,592914.65,45.77,2790,True
2026-06-18,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,122216,5300,741.65,508287.37,341118.97,60173.36,0.0,909579.7,7.44,1733,True
2026-06-20,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,11434,4600,950.56,283407.11,131673.58,58108.69,0.0,473189.38,41.38,1031,True
2026-06-21,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,56522,6300,840.41,424872.04,231264.44,72602.72,26399.82,755139.02,13.36,1289,True
2026-06-21,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,18600,5300,885.43,304161.83,144408.64,69061.15,0.0,517631.62,27.83,845,True
2026-06-23,"Gladstone, Australia","Paradip, India",Panamax,Coal,65118,6300,975.17,568851.16,261893.33,55420.44,34453.45,920618.38,14.14,959,True
2026-06-23,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,22533,5300,934.57,321043.73,188575.31,65032.74,39698.9,614350.68,27.26,1970,True
2026-06-24,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,62976,4600,766.16,326325.5,281860.74,55259.99,19604.04,683050.27,10.85,2954,True
2026-06-26,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,66788,5300,981.68,481749.88,225086.42,60082.72,0.0,766919.02,11.48,1050,True
2026-06-28,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,28128,4600,980.59,292361.83,195221.73,65107.44,0.0,552691.0,19.65,2896,True
2026-06-28,"Gladstone, Australia","Paradip, India",Capesize,Coal,143357,6300,805.54,656239.9,473368.97,60231.08,0.0,1189839.94,8.3,2358,True
2026-06-30,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,55574,5300,984.05,418526.93,190119.51,60096.3,0.0,668742.74,12.03,1176,True
2026-07-01,"Gladstone, Australia","Paradip, India",Capesize,Coal,101673,6300,856.82,698012.03,282739.66,62760.02,0.0,1043511.7,10.26,603,True
2026-07-02,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,34771,5300,923.79,317337.36,138166.42,70120.29,0.0,525624.07,15.12,686,True
2026-07-04,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,81363,5300,759.12,372532.23,220689.38,60034.13,55707.88,708963.63,8.71,966,True
2026-07-04,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,13583,4600,930.69,277482.37,163123.95,57825.79,41197.39,539629.5,39.73,1954,True
2026-07-06,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,56303,6300,929.72,470025.23,223891.11,68099.9,0.0,762016.24,13.53,1131,True
2026-07-07,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,50214,4600,819.7,302579.76,194074.57,64076.3,0.0,560730.63,11.17,2029,True
2026-07-07,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,51987,6300,817.75,413417.8,307144.44,70864.22,17417.05,808843.52,15.56,2915,True
2026-07-08,"Gladstone, Australia","Paradip, India",Capesize,Coal,118343,6300,937.15,763453.63,306418.97,65518.24,0.0,1135390.83,9.59,821,True
2026-07-08,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,53594,6300,896.48,453218.71,287964.44,68160.0,43178.14,852521.29,15.91,2504,True
2026-07-08,"Gladstone, Australia","Paradip, India",Panamax,Coal,79490,6300,771.26,449904.28,245964.44,63036.75,0.0,758905.48,9.55,703,True
2026-07-09,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,17692,5300,889.35,305507.61,177072.35,76940.8,0.0,559520.75,31.63,1677,True
2026-07-10,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,27168,4600,710.15,211729.05,123938.77,75739.33,0.0,411407.14,15.14,804,True
2026-07-11,"Gladstone, Australia","Paradip, India",Panamax,Coal,72387,6300,701.64,409290.49,235137.78,67293.7,3009.29,714731.26,9.87,529,True
2026-07-14,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,24474,5300,983.57,337874.75,225321.98,60880.55,0.0,624077.27,25.5,2906,True
2026-07-15,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,66967,4600,713.73,303997.57,200900.74,65325.71,0.0,570224.02,8.52,1172,True
2026-07-16,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,84962,4600,998.39,425239.47,269094.32,60782.65,28950.36,784066.8,9.23,2673,True
2026-07-17,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,28766,4600,734.26,218918.85,189360.99,72935.5,0.0,481215.35,16.73,2724,True
2026-07-17,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,18300,4600,844.37,251747.02,155252.84,58570.64,0.0,465570.5,25.44,1723,True
2026-07-18,"Gladstone, Australia","Paradip, India",Panamax,Coal,87023,6300,929.26,542065.6,343031.11,73001.56,13925.92,972024.19,11.17,2263,True
2026-07-19,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,42686,5300,952.54,405122.6,186075.8,74499.83,15717.67,681415.9,15.96,1073,True
2026-07-19,"Gladstone, Australia","Paradip, India",Panamax,Coal,70716,6300,951.3,554922.74,299226.67,71226.11,0.0,925375.52,13.09,1559,True
2026-07-19,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,44228,4600,829.79,306303.53,149676.05,73121.99,0.0,529101.57,11.96,726,True
2026-07-21,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,56085,6300,730.78,369448.02,196777.78,67203.48,0.0,633429.27,11.29,550,True
2026-07-21,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,129427,4600,796.54,473804.32,333420.69,75064.66,27818.29,910107.96,7.03,2204,True
2026-07-22,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,27404,5300,746.51,256439.2,178407.16,72846.63,31985.04,539678.03,19.69,1711,True
2026-07-22,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,161621,5300,713.06,488692.21,373193.1,76563.91,6650.24,945099.46,5.85,2084,True
2026-07-25,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,61897,5300,754.12,370079.77,262513.58,75195.36,0.0,707788.72,11.43,1765,True
2026-07-25,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,53998,4600,866.76,319950.38,148517.53,76362.68,70949.19,615779.77,11.4,692,True
2026-07-26,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,10381,4600,893.02,266252.14,135455.8,65628.05,0.0,467336.0,45.02,1142,True
2026-07-26,"Gladstone, Australia","Paradip, India",Handysize,Coal,35109,6300,891.59,364064.81,223968.89,69513.33,0.0,657547.03,18.73,1966,True
2026-07-26,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,66396,5300,841.23,412827.92,251730.37,70679.29,52239.75,787477.34,11.86,1559,True
2026-07-27,"Gladstone, Australia","Paradip, India",Capesize,Coal,124874,6300,870.01,708758.57,513341.38,61996.29,33433.68,1317529.92,10.55,2726,True
2026-07-28,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,47757,6300,959.38,485020.75,228277.78,74272.57,0.0,787571.1,16.49,1225,True
2026-07-29,"Gladstone, Australia","Paradip, India",Capesize,Coal,132754,6300,748.98,610161.12,444910.34,73053.82,6825.29,1134950.58,8.55,2096,True
2026-07-30,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,131142,5300,853.28,584788.77,336093.1,69937.53,0.0,990819.4,7.56,1678,True
2026-07-31,"Gladstone, Australia","Paradip, India",Capesize,Coal,102180,6300,810.51,660284.0,320213.79,76537.65,49472.62,1106508.06,10.83,948,True
2026-07-31,"Gladstone, Australia","Paradip, India",Handysize,Coal,18132,6300,735.54,300343.65,235075.56,67945.31,33153.02,636517.53,35.1,2204,True
2026-08-01,"Gladstone, Australia","Paradip, India",Panamax,Coal,82752,6300,844.5,492622.38,291200.0,72508.28,0.0,856330.66,10.35,1430,True
2026-08-03,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,55843,4600,981.75,362400.03,147597.53,59032.84,0.0,569030.4,10.19,665,True
2026-08-04,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,70309,5300,776.53,381077.27,218333.83,74568.17,22684.17,696663.44,9.91,921,True
2026-08-04,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,109587,5300,787.2,539500.57,253577.59,59765.82,13531.92,866375.9,7.91,775,True
2026-08-05,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,117132,5300,771.03,528422.46,326132.76,73571.02,50442.85,978569.09,8.35,1569,True
2026-08-05,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,112972,5300,907.16,621719.44,250836.21,58955.75,0.0,931511.39,8.25,745,True
2026-08-05,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,50427,5300,976.31,415233.7,199070.62,68711.88,0.0,683016.2,13.54,1404,True
2026-08-06,"Gladstone, Australia","Paradip, India",Panamax,Coal,71322,6300,928.82,541810.37,251875.56,54383.86,0.0,848069.78,11.89,798,True
2026-08-07,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,50367,6300,958.72,484685.3,228884.44,71915.65,0.0,785485.4,15.6,1238,True
2026-08-08,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,42805,6300,857.05,433284.05,263371.11,55556.62,33167.83,785379.61,18.35,1977,True
2026-08-09,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,74572,5300,905.9,444559.8,298265.68,74850.11,42360.38,860035.96,11.53,2448,True
2026-08-09,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,104910,4600,751.66,447108.05,329137.93,57308.61,0.0,833554.6,7.95,2150,True
2026-08-10,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,15450,5300,777.48,267078.05,159798.27,65882.74,39610.36,532369.42,34.46,1237,True
2026-08-11,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,151712,4600,945.51,562417.36,245782.76,60680.41,0.0,868880.53,5.73,1099,True
2026-08-12,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,50388,5300,892.7,379673.7,235935.06,64714.16,17913.64,698236.56,13.86,2343,True
2026-08-13,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,35059,4600,901.68,268835.56,151163.95,67253.68,29104.45,516357.63,14.73,1603,True
2026-08-15,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,87146,4600,812.55,346086.83,184408.89,68573.44,28148.26,627217.42,7.2,809,True
2026-08-16,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,43393,5300,816.22,347146.13,260118.77,67941.7,0.0,675206.59,15.56,2959,True
2026-08-17,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,119476,4600,833.96,496064.92,355548.28,61937.85,0.0,913551.05,7.65,2483,True
2026-08-19,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,120315,4600,811.42,482654.76,227303.45,59720.61,0.0,769678.82,6.4,866,True
2026-08-20,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,70991,5300,917.26,450134.91,269737.28,75214.09,0.0,795086.29,11.2,1903,True
2026-08-21,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,77089,4600,761.28,324247.93,228796.05,59489.78,0.0,612533.76,7.95,1786,True
2026-08-21,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,55110,5300,891.37,379107.96,237466.17,59872.51,802.05,677248.69,12.29,2382,True
2026-08-22,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,35087,4600,872.71,260196.01,180126.91,54135.61,28672.08,523130.61,14.91,2453,True
2026-08-22,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,138691,4600,745.72,443576.86,305424.14,59290.43,24745.82,833037.25,6.01,1851,True
